year,track,cip4,AWLEVEL,award_label,CTOTALT,CTOTALW,CTOTALM,pct_women
2016,Engineering (Other),14.22,5,Bachelor's,425,40,385,9.4
2016,Engineering (Other),14.22,7,Master's,51,9,42,17.6
2016,Engineering (Other),14.22,17,Doctorate,7,0,7,0.0
2016,Engineering (Other),14.23,5,Bachelor's,513,86,427,16.8
2016,Engineering (Other),14.23,7,Master's,322,48,274,14.9
2016,Engineering (Other),14.23,17,Doctorate,144,25,119,17.4
2016,Engineering (Other),14.24,5,Bachelor's,190,46,144,24.2
2016,Engineering (Other),14.24,7,Master's,82,17,65,20.7
2016,Engineering (Other),14.24,17,Doctorate,17,5,12,29.4
2016,Engineering (Other),14.25,5,Bachelor's,1984,317,1667,16.0
2016,Engineering (Other),14.25,7,Master's,514,109,405,21.2
2016,Engineering (Other),14.25,17,Doctorate,105,21,84,20.0
2016,Engineering (Other),14.27,5,Bachelor's,924,211,713,22.8
2016,Engineering (Other),14.27,7,Master's,2145,511,1634,23.8
2016,Engineering (Other),14.27,17,Doctorate,128,35,93,27.3
2016,Engineering (Other),14.28,5,Bachelor's,271,209,62,77.1
2016,Engineering (Other),14.28,7,Master's,54,36,18,66.7
2016,Engineering (Other),14.28,17,Doctorate,36,20,16,55.6
2016,Engineering (Other),14.32,5,Bachelor's,109,30,79,27.5
2016,Engineering (Other),14.32,7,Master's,91,23,68,25.3
2016,Engineering (Other),14.32,17,Doctorate,65,17,48,26.2
2016,Engineering (Other),14.33,3,Associate's,0,0,0,
2016,Engineering (Other),14.33,5,Bachelor's,487,78,409,16.0
2016,Engineering (Other),14.33,7,Master's,225,43,182,19.1
2016,Engineering (Other),14.33,17,Doctorate,1,0,1,0.0
2016,Engineering (Other),14.34,5,Bachelor's,28,6,22,21.4
2016,Engineering (Other),14.34,7,Master's,1,0,1,0.0
2016,Engineering (Other),14.34,17,Doctorate,1,0,1,0.0
2016,Engineering (Other),14.35,3,Associate's,37,2,35,5.4
2016,Engineering (Other),14.35,5,Bachelor's,5063,1625,3438,32.1
2016,Engineering (Other),14.35,7,Master's,2842,744,2098,26.2
2016,Engineering (Other),14.35,17,Doctorate,315,97,218,30.8
2016,Engineering (Other),14.36,3,Associate's,7,0,7,0.0
2016,Engineering (Other),14.36,5,Bachelor's,437,55,382,12.6
2016,Engineering (Other),14.36,7,Master's,344,63,281,18.3
2016,Engineering (Other),14.36,17,Doctorate,2,1,1,50.0
2016,Engineering (Other),14.37,3,Associate's,7,4,3,57.1
2016,Engineering (Other),14.37,5,Bachelor's,405,162,243,40.0
2016,Engineering (Other),14.37,7,Master's,862,287,575,33.3
2016,Engineering (Other),14.37,17,Doctorate,70,20,50,28.6
2016,Engineering (Other),14.38,3,Associate's,8,0,8,0.0
2016,Engineering (Other),14.38,5,Bachelor's,30,4,26,13.3
2016,Engineering (Other),14.38,7,Master's,8,3,5,37.5
2016,Engineering (Other),14.38,17,Doctorate,9,2,7,22.2
2016,Engineering (Other),14.39,5,Bachelor's,287,104,183,36.2
2016,Engineering (Other),14.39,7,Master's,164,32,132,19.5
2016,Engineering (Other),14.39,17,Doctorate,21,6,15,28.6
2016,Engineering (Other),14.40,3,Associate's,9,1,8,11.1
2016,Engineering (Other),14.40,5,Bachelor's,13,4,9,30.8
2016,Engineering (Other),14.40,7,Master's,5,0,5,0.0
2016,Engineering (Other),14.40,17,Doctorate,4,1,3,25.0
2016,Engineering (Other),14.41,5,Bachelor's,28,2,26,7.1
2016,Engineering (Other),14.41,17,Doctorate,1,1,0,100.0
2016,Engineering (Other),14.42,3,Associate's,53,4,49,7.5
2016,Engineering (Other),14.42,5,Bachelor's,116,19,97,16.4
2016,Engineering (Other),14.42,7,Master's,161,24,137,14.9
2016,Engineering (Other),14.42,17,Doctorate,14,2,12,14.3
2016,Engineering (Other),14.43,5,Bachelor's,79,33,46,41.8
2016,Engineering (Other),14.43,7,Master's,19,6,13,31.6
2016,Engineering (Other),14.44,5,Bachelor's,1,0,1,0.0
2016,Engineering (Other),14.45,5,Bachelor's,284,109,175,38.4
2016,Engineering (Other),14.45,7,Master's,22,8,14,36.4
2016,Engineering (Other),14.45,17,Doctorate,21,8,13,38.1
2016,Engineering (Other),14.99,3,Associate's,26,5,21,19.2
2016,Engineering (Other),14.99,5,Bachelor's,930,212,718,22.8
2016,Engineering (Other),14.99,7,Master's,1158,279,879,24.1
2016,Engineering (Other),14.99,17,Doctorate,158,39,119,24.7
2016,IT & General Computing,11.01,3,Associate's,9518,1972,7546,20.7
2016,IT & General Computing,11.01,5,Bachelor's,26563,4850,21713,18.3
2016,IT & General Computing,11.01,7,Master's,15126,4786,10340,31.6
2016,IT & General Computing,11.01,17,Doctorate,785,153,632,19.5
2016,Information & Data Science,11.04,3,Associate's,937,198,739,21.1
2016,Information & Data Science,11.04,5,Bachelor's,6982,1692,5290,24.2
2016,Information & Data Science,11.04,7,Master's,6338,2283,4055,36.0
2016,Information & Data Science,11.04,17,Doctorate,159,57,102,35.8
2016,Networking & Systems,11.09,3,Associate's,4847,639,4208,13.2
2016,Networking & Systems,11.09,5,Bachelor's,1923,222,1701,11.5
2016,Networking & Systems,11.09,7,Master's,832,200,632,24.0
2016,Networking & Systems,11.09,17,Doctorate,3,0,3,0.0
2016,Other Computing,11.03,3,Associate's,999,240,759,24.0
2016,Other Computing,11.03,5,Bachelor's,68,11,57,16.2
2016,Other Computing,11.05,3,Associate's,154,22,132,14.3
2016,Other Computing,11.05,5,Bachelor's,1420,347,1073,24.4
2016,Other Computing,11.05,7,Master's,815,249,566,30.6
2016,Other Computing,11.05,17,Doctorate,3,1,2,33.3
2016,Other Computing,11.06,3,Associate's,234,100,134,42.7
2016,Other Computing,11.99,3,Associate's,367,59,308,16.1
2016,Other Computing,11.99,5,Bachelor's,342,79,263,23.1
2016,Other Computing,11.99,7,Master's,364,130,234,35.7
2016,Other Computing,11.99,17,Doctorate,33,11,22,33.3
2016,Software & Media Applications,11.08,3,Associate's,2805,1235,1570,44.0
2016,Software & Media Applications,11.08,5,Bachelor's,3251,1185,2066,36.5
2016,Software & Media Applications,11.08,7,Master's,1106,420,686,38.0
2016,Software & Media Applications,11.08,17,Doctorate,1,0,1,0.0
2019,Computer Engineering,14.09,3,Associate's,104,23,81,22.1
2019,Computer Engineering,14.09,5,Bachelor's,10704,1428,9276,13.3
2019,Computer Engineering,14.09,7,Master's,4523,1264,3259,27.9
2019,Computer Engineering,14.09,17,Doctorate,363,54,309,14.9
2019,Computer Programming,11.02,3,Associate's,3787,765,3022,20.2
2019,Computer Programming,11.02,5,Bachelor's,1560,232,1328,14.9
2019,Computer Programming,11.02,7,Master's,145,44,101,30.3
2019,Computer Science,11.07,3,Associate's,2944,501,2443,17.0
2019,Computer Science,11.07,5,Bachelor's,31737,6299,25438,19.8
2019,Computer Science,11.07,7,Master's,11600,3260,8340,28.1
2019,Computer Science,11.07,17,Doctorate,1129,225,904,19.9
2019,Cybersecurity,11.10,3,Associate's,6744,1159,5585,17.2
2019,Cybersecurity,11.10,5,Bachelor's,7229,1237,5992,17.1
2019,Cybersecurity,11.10,7,Master's,7824,2070,5754,26.5
2019,Cybersecurity,11.10,17,Doctorate,62,12,50,19.4
2019,Electrical Engineering,14.10,3,Associate's,297,52,245,17.5
2019,Electrical Engineering,14.10,5,Bachelor's,17946,2634,15312,14.7
2019,Electrical Engineering,14.10,7,Master's,10493,2439,8054,23.2
2019,Electrical Engineering,14.10,17,Doctorate,2305,392,1913,17.0
2019,Engineering (Other),14.01,3,Associate's,4685,764,3921,16.3
2019,Engineering (Other),14.01,5,Bachelor's,2900,690,2210,23.8
2019,Engineering (Other),14.01,7,Master's,2939,671,2268,22.8
2019,Engineering (Other),14.01,17,Doctorate,427,104,323,24.4
2019,Engineering (Other),14.02,3,Associate's,13,1,12,7.7
2019,Engineering (Other),14.02,5,Bachelor's,4887,670,4217,13.7
2019,Engineering (Other),14.02,7,Master's,1715,302,1413,17.6
2019,Engineering (Other),14.02,17,Doctorate,372,54,318,14.5
2019,Engineering (Other),14.03,3,Associate's,11,0,11,0.0
2019,Engineering (Other),14.03,5,Bachelor's,1205,466,739,38.7
2019,Engineering (Other),14.03,7,Master's,203,86,117,42.4
2019,Engineering (Other),14.03,17,Doctorate,130,53,77,40.8
2019,Engineering (Other),14.04,3,Associate's,0,0,0,
2019,Engineering (Other),14.04,5,Bachelor's,772,292,480,37.8
2019,Engineering (Other),14.04,7,Master's,173,64,109,37.0
2019,Engineering (Other),14.04,17,Doctorate,15,2,13,13.3
2019,Engineering (Other),14.05,3,Associate's,18,5,13,27.8
2019,Engineering (Other),14.05,5,Bachelor's,7921,3843,4078,48.5
2019,Engineering (Other),14.05,7,Master's,2909,1295,1614,44.5
2019,Engineering (Other),14.05,17,Doctorate,1127,421,706,37.4
2019,Engineering (Other),14.06,5,Bachelor's,71,27,44,38.0
2019,Engineering (Other),14.06,7,Master's,14,5,9,35.7
2019,Engineering (Other),14.06,17,Doctorate,16,5,11,31.2
2019,Engineering (Other),14.07,3,Associate's,47,12,35,25.5
2019,Engineering (Other),14.07,5,Bachelor's,11423,4038,7385,35.3
2019,Engineering (Other),14.07,7,Master's,1824,591,1233,32.4
2019,Engineering (Other),14.07,17,Doctorate,1069,354,715,33.1
2019,Engineering (Other),14.08,3,Associate's,119,22,97,18.5
2019,Engineering (Other),14.08,5,Bachelor's,14832,3763,11069,25.4
2019,Engineering (Other),14.08,7,Master's,5612,1680,3932,29.9
2019,Engineering (Other),14.08,17,Doctorate,1231,325,906,26.4
2019,Engineering (Other),14.11,3,Associate's,8,3,5,37.5
2019,Engineering (Other),14.11,5,Bachelor's,137,28,109,20.4
2019,Engineering (Other),14.11,7,Master's,71,12,59,16.9
2019,Engineering (Other),14.11,17,Doctorate,81,15,66,18.5
2019,Engineering (Other),14.12,3,Associate's,14,3,11,21.4
2019,Engineering (Other),14.12,5,Bachelor's,683,134,549,19.6
2019,Engineering (Other),14.12,7,Master's,133,26,107,19.5
2019,Engineering (Other),14.12,17,Doctorate,88,27,61,30.7
2019,Engineering (Other),14.13,3,Associate's,464,94,370,20.3
2019,Engineering (Other),14.13,5,Bachelor's,599,196,403,32.7
2019,Engineering (Other),14.13,7,Master's,298,84,214,28.2
2019,Engineering (Other),14.13,17,Doctorate,142,35,107,24.6
2019,Engineering (Other),14.14,3,Associate's,3,2,1,66.7
2019,Engineering (Other),14.14,5,Bachelor's,1712,858,854,50.1
2019,Engineering (Other),14.14,7,Master's,919,441,478,48.0
2019,Engineering (Other),14.14,17,Doctorate,188,79,109,42.0
2019,Engineering (Other),14.18,3,Associate's,7,0,7,0.0
2019,Engineering (Other),14.18,5,Bachelor's,1554,508,1046,32.7
2019,Engineering (Other),14.18,7,Master's,1140,344,796,30.2
2019,Engineering (Other),14.18,17,Doctorate,714,220,494,30.8
2019,Engineering (Other),14.19,3,Associate's,380,46,334,12.1
2019,Engineering (Other),14.19,5,Bachelor's,37343,5794,31549,15.5
2019,Engineering (Other),14.19,7,Master's,7864,1248,6616,15.9
2019,Engineering (Other),14.19,17,Doctorate,1635,261,1374,16.0
2019,Engineering (Other),14.20,5,Bachelor's,184,59,125,32.1
2019,Engineering (Other),14.20,7,Master's,37,6,31,16.2
2019,Engineering (Other),14.20,17,Doctorate,14,1,13,7.1
2019,Engineering (Other),14.21,3,Associate's,0,0,0,
2019,Engineering (Other),14.21,5,Bachelor's,188,38,150,20.2
2019,Engineering (Other),14.21,7,Master's,82,15,67,18.3
2019,Engineering (Other),14.21,17,Doctorate,18,5,13,27.8
2019,Engineering (Other),14.22,3,Associate's,0,0,0,
2019,Engineering (Other),14.22,5,Bachelor's,426,60,366,14.1
2019,Engineering (Other),14.22,7,Master's,41,7,34,17.1
2019,Engineering (Other),14.22,17,Doctorate,6,2,4,33.3
2019,Engineering (Other),14.23,5,Bachelor's,543,97,446,17.9
2019,Engineering (Other),14.23,7,Master's,261,46,215,17.6
2019,Engineering (Other),14.23,17,Doctorate,164,26,138,15.9
2019,Engineering (Other),14.24,5,Bachelor's,192,50,142,26.0
2019,Engineering (Other),14.24,7,Master's,85,19,66,22.4
2019,Engineering (Other),14.24,17,Doctorate,30,6,24,20.0
2019,Engineering (Other),14.25,5,Bachelor's,1704,283,1421,16.6
2019,Engineering (Other),14.25,7,Master's,386,76,310,19.7
2019,Engineering (Other),14.25,17,Doctorate,146,26,120,17.8
2019,Engineering (Other),14.27,5,Bachelor's,834,236,598,28.3
2019,Engineering (Other),14.27,7,Master's,2020,478,1542,23.7
2019,Engineering (Other),14.27,17,Doctorate,114,24,90,21.1
2019,Engineering (Other),14.28,5,Bachelor's,260,197,63,75.8
2019,Engineering (Other),14.28,7,Master's,76,47,29,61.8
2019,Engineering (Other),14.28,17,Doctorate,30,20,10,66.7
2019,Engineering (Other),14.32,5,Bachelor's,181,32,149,17.7
2019,Engineering (Other),14.32,7,Master's,111,33,78,29.7
2019,Engineering (Other),14.32,17,Doctorate,84,22,62,26.2
2019,Engineering (Other),14.33,3,Associate's,0,0,0,
2019,Engineering (Other),14.33,5,Bachelor's,553,78,475,14.1
2019,Engineering (Other),14.33,7,Master's,291,64,227,22.0
2019,Engineering (Other),14.33,17,Doctorate,1,0,1,0.0
2019,Engineering (Other),14.34,3,Associate's,0,0,0,
2019,Engineering (Other),14.34,5,Bachelor's,52,5,47,9.6
2019,Engineering (Other),14.34,7,Master's,0,0,0,
2019,Engineering (Other),14.34,17,Doctorate,0,0,0,
2019,Engineering (Other),14.35,3,Associate's,37,4,33,10.8
2019,Engineering (Other),14.35,5,Bachelor's,5817,1912,3905,32.9
2019,Engineering (Other),14.35,7,Master's,2861,722,2139,25.2
2019,Engineering (Other),14.35,17,Doctorate,323,98,225,30.3
2019,Engineering (Other),14.36,3,Associate's,3,0,3,0.0
2019,Engineering (Other),14.36,5,Bachelor's,506,89,417,17.6
2019,Engineering (Other),14.36,7,Master's,374,92,282,24.6
2019,Engineering (Other),14.36,17,Doctorate,10,1,9,10.0
2019,Engineering (Other),14.37,5,Bachelor's,462,189,273,40.9
2019,Engineering (Other),14.37,7,Master's,1085,422,663,38.9
2019,Engineering (Other),14.37,17,Doctorate,77,16,61,20.8
2019,Engineering (Other),14.38,3,Associate's,2,0,2,0.0
2019,Engineering (Other),14.38,5,Bachelor's,38,2,36,5.3
2019,Engineering (Other),14.38,7,Master's,13,6,7,46.2
2019,Engineering (Other),14.38,17,Doctorate,4,0,4,0.0
2019,Engineering (Other),14.39,5,Bachelor's,248,89,159,35.9
2019,Engineering (Other),14.39,7,Master's,119,33,86,27.7
2019,Engineering (Other),14.39,17,Doctorate,17,7,10,41.2
2019,Engineering (Other),14.40,5,Bachelor's,35,6,29,17.1
2019,Engineering (Other),14.40,7,Master's,7,3,4,42.9
2019,Engineering (Other),14.40,17,Doctorate,2,2,0,100.0
2019,Engineering (Other),14.41,3,Associate's,20,2,18,10.0
2019,Engineering (Other),14.41,5,Bachelor's,28,2,26,7.1
2019,Engineering (Other),14.41,17,Doctorate,2,0,2,0.0
2019,Engineering (Other),14.42,3,Associate's,134,9,125,6.7
2019,Engineering (Other),14.42,5,Bachelor's,323,45,278,13.9
2019,Engineering (Other),14.42,7,Master's,298,58,240,19.5
2019,Engineering (Other),14.42,17,Doctorate,27,3,24,11.1
2019,Engineering (Other),14.43,3,Associate's,2,2,0,100.0
2019,Engineering (Other),14.43,5,Bachelor's,110,51,59,46.4
2019,Engineering (Other),14.43,7,Master's,6,2,4,33.3
2019,Engineering (Other),14.44,5,Bachelor's,9,2,7,22.2
2019,Engineering (Other),14.45,5,Bachelor's,311,136,175,43.7
2019,Engineering (Other),14.45,7,Master's,35,10,25,28.6
2019,Engineering (Other),14.45,17,Doctorate,27,3,24,11.1
2019,Engineering (Other),14.99,3,Associate's,15,2,13,13.3
2019,Engineering (Other),14.99,5,Bachelor's,1031,287,744,27.8
2019,Engineering (Other),14.99,7,Master's,1357,393,964,29.0
2019,Engineering (Other),14.99,17,Doctorate,191,67,124,35.1
2019,IT & General Computing,11.01,3,Associate's,10195,2088,8107,20.5
2019,IT & General Computing,11.01,5,Bachelor's,36674,7326,29348,20.0
2019,IT & General Computing,11.01,7,Master's,15812,5297,10515,33.5
2019,IT & General Computing,11.01,17,Doctorate,806,180,626,22.3
2019,Information & Data Science,11.04,3,Associate's,906,188,718,20.8
2019,Information & Data Science,11.04,5,Bachelor's,9118,2414,6704,26.5
2019,Information & Data Science,11.04,7,Master's,6516,2759,3757,42.3
2019,Information & Data Science,11.04,17,Doctorate,166,72,94,43.4
2019,Networking & Systems,11.09,3,Associate's,4092,555,3537,13.6
2019,Networking & Systems,11.09,5,Bachelor's,1270,169,1101,13.3
2019,Networking & Systems,11.09,7,Master's,645,209,436,32.4
2019,Networking & Systems,11.09,17,Doctorate,1,0,1,0.0
2019,Other Computing,11.03,3,Associate's,860,179,681,20.8
2019,Other Computing,11.03,5,Bachelor's,179,33,146,18.4
2019,Other Computing,11.03,7,Master's,57,23,34,40.4
2019,Other Computing,11.03,17,Doctorate,0,0,0,
2019,Other Computing,11.05,3,Associate's,68,20,48,29.4
2019,Other Computing,11.05,5,Bachelor's,1140,262,878,23.0
2019,Other Computing,11.05,7,Master's,613,229,384,37.4
2019,Other Computing,11.05,17,Doctorate,4,3,1,75.0
2019,Other Computing,11.06,3,Associate's,237,84,153,35.4
2019,Other Computing,11.06,7,Master's,0,0,0,
2019,Other Computing,11.99,3,Associate's,191,27,164,14.1
2019,Other Computing,11.99,5,Bachelor's,190,41,149,21.6
2019,Other Computing,11.99,7,Master's,307,116,191,37.8
2019,Other Computing,11.99,17,Doctorate,12,5,7,41.7
2019,Software & Media Applications,11.08,3,Associate's,2241,933,1308,41.6
2019,Software & Media Applications,11.08,5,Bachelor's,3499,1486,2013,42.5
2019,Software & Media Applications,11.08,7,Master's,2495,1079,1416,43.2
2019,Software & Media Applications,11.08,17,Doctorate,4,0,4,0.0
2022,Computer Engineering,14.09,3,Associate's,111,22,89,19.8
2022,Computer Engineering,14.09,5,Bachelor's,12226,1951,10275,16.0
2022,Computer Engineering,14.09,7,Master's,3890,1073,2817,27.6
2022,Computer Engineering,14.09,17,Doctorate,424,89,335,21.0
2022,Computer Programming,11.02,3,Associate's,3781,792,2989,20.9
2022,Computer Programming,11.02,5,Bachelor's,2494,442,2052,17.7
2022,Computer Programming,11.02,7,Master's,373,91,282,24.4
2022,Computer Science,11.07,3,Associate's,4463,841,3622,18.8
2022,Computer Science,11.07,5,Bachelor's,41944,9090,32854,21.7
2022,Computer Science,11.07,7,Master's,12080,3441,8639,28.5
2022,Computer Science,11.07,17,Doctorate,1386,315,1071,22.7
2022,Cybersecurity,11.10,3,Associate's,7822,1602,6220,20.5
2022,Cybersecurity,11.10,5,Bachelor's,10101,1921,8180,19.0
2022,Cybersecurity,11.10,7,Master's,9929,2944,6985,29.7
2022,Cybersecurity,11.10,17,Doctorate,125,23,102,18.4
2022,Electrical Engineering,14.10,3,Associate's,259,37,222,14.3
2022,Electrical Engineering,14.10,5,Bachelor's,16470,2750,13720,16.7
2022,Electrical Engineering,14.10,7,Master's,7060,1453,5607,20.6
2022,Electrical Engineering,14.10,17,Doctorate,2212,394,1818,17.8
2022,Engineering (Other),14.01,3,Associate's,4572,859,3713,18.8
2022,Engineering (Other),14.01,5,Bachelor's,2706,696,2010,25.7
2022,Engineering (Other),14.01,7,Master's,2655,769,1886,29.0
2022,Engineering (Other),14.01,17,Doctorate,507,133,374,26.2
2022,Engineering (Other),14.02,3,Associate's,50,12,38,24.0
2022,Engineering (Other),14.02,5,Bachelor's,5944,1021,4923,17.2
2022,Engineering (Other),14.02,7,Master's,2080,363,1717,17.5
2022,Engineering (Other),14.02,17,Doctorate,442,66,376,14.9
2022,Engineering (Other),14.03,3,Associate's,6,1,5,16.7
2022,Engineering (Other),14.03,5,Bachelor's,1042,440,602,42.2
2022,Engineering (Other),14.03,7,Master's,198,89,109,44.9
2022,Engineering (Other),14.03,17,Doctorate,127,58,69,45.7
2022,Engineering (Other),14.04,5,Bachelor's,813,300,513,36.9
2022,Engineering (Other),14.04,7,Master's,183,67,116,36.6
2022,Engineering (Other),14.04,17,Doctorate,20,8,12,40.0
2022,Engineering (Other),14.05,3,Associate's,25,9,16,36.0
2022,Engineering (Other),14.05,5,Bachelor's,8599,4583,4016,53.3
2022,Engineering (Other),14.05,7,Master's,3217,1572,1645,48.9
2022,Engineering (Other),14.05,17,Doctorate,1265,568,697,44.9
2022,Engineering (Other),14.06,5,Bachelor's,73,32,41,43.8
2022,Engineering (Other),14.06,7,Master's,16,6,10,37.5
2022,Engineering (Other),14.06,17,Doctorate,11,1,10,9.1
2022,Engineering (Other),14.07,3,Associate's,36,13,23,36.1
2022,Engineering (Other),14.07,5,Bachelor's,9433,3850,5583,40.8
2022,Engineering (Other),14.07,7,Master's,1556,603,953,38.8
2022,Engineering (Other),14.07,17,Doctorate,1186,400,786,33.7
2022,Engineering (Other),14.08,3,Associate's,104,32,72,30.8
2022,Engineering (Other),14.08,5,Bachelor's,14747,4053,10694,27.5
2022,Engineering (Other),14.08,7,Master's,4453,1533,2920,34.4
2022,Engineering (Other),14.08,17,Doctorate,1230,365,865,29.7
2022,Engineering (Other),14.11,3,Associate's,17,4,13,23.5
2022,Engineering (Other),14.11,5,Bachelor's,91,13,78,14.3
2022,Engineering (Other),14.11,7,Master's,70,10,60,14.3
2022,Engineering (Other),14.11,17,Doctorate,77,22,55,28.6
2022,Engineering (Other),14.12,3,Associate's,11,3,8,27.3
2022,Engineering (Other),14.12,5,Bachelor's,661,119,542,18.0
2022,Engineering (Other),14.12,7,Master's,168,37,131,22.0
2022,Engineering (Other),14.12,17,Doctorate,99,22,77,22.2
2022,Engineering (Other),14.13,3,Associate's,368,77,291,20.9
2022,Engineering (Other),14.13,5,Bachelor's,565,224,341,39.6
2022,Engineering (Other),14.13,7,Master's,331,113,218,34.1
2022,Engineering (Other),14.13,17,Doctorate,152,35,117,23.0
2022,Engineering (Other),14.14,3,Associate's,2,1,1,50.0
2022,Engineering (Other),14.14,5,Bachelor's,1916,1088,828,56.8
2022,Engineering (Other),14.14,7,Master's,739,394,345,53.3
2022,Engineering (Other),14.14,17,Doctorate,156,79,77,50.6
2022,Engineering (Other),14.18,3,Associate's,2,0,2,0.0
2022,Engineering (Other),14.18,5,Bachelor's,1535,511,1024,33.3
2022,Engineering (Other),14.18,7,Master's,1047,375,672,35.8
2022,Engineering (Other),14.18,17,Doctorate,770,232,538,30.1
2022,Engineering (Other),14.19,3,Associate's,272,45,227,16.5
2022,Engineering (Other),14.19,5,Bachelor's,35501,6100,29401,17.2
2022,Engineering (Other),14.19,7,Master's,6953,1309,5644,18.8
2022,Engineering (Other),14.19,17,Doctorate,1883,359,1524,19.1
2022,Engineering (Other),14.20,5,Bachelor's,133,45,88,33.8
2022,Engineering (Other),14.20,7,Master's,35,7,28,20.0
2022,Engineering (Other),14.20,17,Doctorate,21,2,19,9.5
2022,Engineering (Other),14.21,3,Associate's,0,0,0,
2022,Engineering (Other),14.21,5,Bachelor's,166,22,144,13.3
2022,Engineering (Other),14.21,7,Master's,92,22,70,23.9
2022,Engineering (Other),14.21,17,Doctorate,19,3,16,15.8
2022,Engineering (Other),14.22,5,Bachelor's,374,57,317,15.2
2022,Engineering (Other),14.22,7,Master's,37,4,33,10.8
2022,Engineering (Other),14.22,17,Doctorate,12,5,7,41.7
2022,Engineering (Other),14.23,5,Bachelor's,400,88,312,22.0
2022,Engineering (Other),14.23,7,Master's,243,51,192,21.0
2022,Engineering (Other),14.23,17,Doctorate,176,28,148,15.9
2022,Engineering (Other),14.24,5,Bachelor's,200,58,142,29.0
2022,Engineering (Other),14.24,7,Master's,67,20,47,29.9
2022,Engineering (Other),14.24,17,Doctorate,10,4,6,40.0
2022,Engineering (Other),14.25,5,Bachelor's,749,110,639,14.7
2022,Engineering (Other),14.25,7,Master's,235,35,200,14.9
2022,Engineering (Other),14.25,17,Doctorate,96,20,76,20.8
2022,Engineering (Other),14.27,5,Bachelor's,727,229,498,31.5
2022,Engineering (Other),14.27,7,Master's,2159,583,1576,27.0
2022,Engineering (Other),14.27,17,Doctorate,152,21,131,13.8
2022,Engineering (Other),14.28,3,Associate's,0,0,0,
2022,Engineering (Other),14.28,5,Bachelor's,205,177,28,86.3
2022,Engineering (Other),14.28,7,Master's,54,40,14,74.1
2022,Engineering (Other),14.28,17,Doctorate,26,13,13,50.0
2022,Engineering (Other),14.32,5,Bachelor's,169,33,136,19.5
2022,Engineering (Other),14.32,7,Master's,85,22,63,25.9
2022,Engineering (Other),14.32,17,Doctorate,56,18,38,32.1
2022,Engineering (Other),14.33,5,Bachelor's,608,75,533,12.3
2022,Engineering (Other),14.33,7,Master's,246,67,179,27.2
2022,Engineering (Other),14.33,17,Doctorate,3,2,1,66.7
2022,Engineering (Other),14.34,3,Associate's,0,0,0,
2022,Engineering (Other),14.34,5,Bachelor's,43,7,36,16.3
2022,Engineering (Other),14.34,7,Master's,0,0,0,
2022,Engineering (Other),14.34,17,Doctorate,0,0,0,
2022,Engineering (Other),14.35,3,Associate's,33,7,26,21.2
2022,Engineering (Other),14.35,5,Bachelor's,5551,1983,3568,35.7
2022,Engineering (Other),14.35,7,Master's,1732,530,1202,30.6
2022,Engineering (Other),14.35,17,Doctorate,408,139,269,34.1
2022,Engineering (Other),14.36,3,Associate's,6,1,5,16.7
2022,Engineering (Other),14.36,5,Bachelor's,515,90,425,17.5
2022,Engineering (Other),14.36,7,Master's,363,86,277,23.7
2022,Engineering (Other),14.36,17,Doctorate,3,1,2,33.3
2022,Engineering (Other),14.37,5,Bachelor's,547,225,322,41.1
2022,Engineering (Other),14.37,7,Master's,921,427,494,46.4
2022,Engineering (Other),14.37,17,Doctorate,97,24,73,24.7
2022,Engineering (Other),14.38,3,Associate's,0,0,0,
2022,Engineering (Other),14.38,5,Bachelor's,69,7,62,10.1
2022,Engineering (Other),14.38,7,Master's,5,1,4,20.0
2022,Engineering (Other),14.38,17,Doctorate,4,2,2,50.0
2022,Engineering (Other),14.39,3,Associate's,0,0,0,
2022,Engineering (Other),14.39,5,Bachelor's,192,76,116,39.6
2022,Engineering (Other),14.39,7,Master's,90,23,67,25.6
2022,Engineering (Other),14.39,17,Doctorate,22,8,14,36.4
2022,Engineering (Other),14.40,5,Bachelor's,36,13,23,36.1
2022,Engineering (Other),14.40,7,Master's,5,1,4,20.0
2022,Engineering (Other),14.40,17,Doctorate,2,0,2,0.0
2022,Engineering (Other),14.41,3,Associate's,4,2,2,50.0
2022,Engineering (Other),14.41,5,Bachelor's,27,1,26,3.7
2022,Engineering (Other),14.41,17,Doctorate,1,1,0,100.0
2022,Engineering (Other),14.42,3,Associate's,93,15,78,16.1
2022,Engineering (Other),14.42,5,Bachelor's,475,82,393,17.3
2022,Engineering (Other),14.42,7,Master's,403,65,338,16.1
2022,Engineering (Other),14.42,17,Doctorate,61,5,56,8.2
2022,Engineering (Other),14.43,3,Associate's,0,0,0,
2022,Engineering (Other),14.43,5,Bachelor's,119,55,64,46.2
2022,Engineering (Other),14.43,7,Master's,18,12,6,66.7
2022,Engineering (Other),14.44,5,Bachelor's,3,1,2,33.3
2022,Engineering (Other),14.44,7,Master's,30,18,12,60.0
2022,Engineering (Other),14.45,3,Associate's,0,0,0,
2022,Engineering (Other),14.45,5,Bachelor's,364,186,178,51.1
2022,Engineering (Other),14.45,7,Master's,45,22,23,48.9
2022,Engineering (Other),14.45,17,Doctorate,46,17,29,37.0
2022,Engineering (Other),14.47,5,Bachelor's,554,85,469,15.3
2022,Engineering (Other),14.47,7,Master's,752,165,587,21.9
2022,Engineering (Other),14.47,17,Doctorate,168,34,134,20.2
